id,title,url,headline,instructor,rating,num_reviews,num_subscribers,num_lectures,content_length,level,is_paid,last_update,published_time,image,topic
2295003,Devops Tools and AWS for Java Microservice Developers,https://www.udemy.com/course/devops-tools-and-aws-for-java-microservice-developers/,"Master Docker , Kubernetes, Maven, Jenkins ,GIT , AWS EC2 ,Elastic Beanstalk,ELB,Auto Scaling and more in easy steps",Bharath Thippireddy,4.750612,1946,17767,290,20.5 hours,All Levels,True,2026-02-23,2020-05-20T01:54:31Z,https://img-c.udemycdn.com/course/240x135/2295003_9b45_5.jpg,devops
3897944,Juniper JNCIA-DevOps - JN0-223 Automation Complete Course,https://www.udemy.com/course/jncia-devops/,A complete course that will get you ready to pass the JNCIA-DevOps exam and learn to automate Junos network devices!,Ben Jacobson,4.5882792,245,1389,26,8.5 hours,Beginner,True,2024-10-08,2021-07-05T15:35:32Z,https://img-c.udemycdn.com/course/240x135/3897944_6de6_2.jpg,devops
1523066,Complete Linux Training Course to Get Your Dream IT Job 2026,https://www.udemy.com/course/complete-linux-training-course-to-get-your-dream-it-job/,"The BEST Linux Administration course for corporate jobs and RHCSA, RHCE, LFCS, LPIC and CompTIA Linux+ certifications",Imran Afzal,4.666046,45299,265905,299,42 hours,All Levels,True,2026-01-26,2018-04-05T18:23:59Z,https://img-c.udemycdn.com/course/240x135/1523066_334c_16.jpg,linux
256758,Learn Linux in 5 Days and Level Up Your Career,https://www.udemy.com/course/learn-linux-in-5-days/,Use the in-demand Linux skills you learn in this course to get promoted or start a new career as a Linux professional.,Jason Cannon,4.5876675,48425,204921,85,13.5 hours,All Levels,True,2026-03-02,2014-07-10T02:42:32Z,https://img-c.udemycdn.com/course/240x135/256758_e35d_5.jpg,linux
149910,Linux for Beginners,https://www.udemy.com/course/linuxforbeginners/,An Introduction to the Linux Operating System and Command Line,Jason Cannon,4.596118,20715,84292,76,8 hours,All Levels,True,2026-03-02,2014-02-25T21:35:36Z,https://img-c.udemycdn.com/course/240x135/149910_25f7_7.jpg,linux
137194,The Complete Linux Guide - From Beginner to Advanced (2026),https://www.udemy.com/course/linux-crash-course/,"A Complete Linux Course for Everyone! Master Linux with hands-on projects, challenges, and kickstart your Tech Career",Mo Khalil,4.435341,3510,39115,174,21.5 hours,All Levels,True,2026-01-21,2014-01-04T04:36:11Z,https://img-c.udemycdn.com/course/240x135/137194_ece8_25.jpg,linux
6607831,Linux on Windows (WSL2),https://www.udemy.com/course/linux-on-windows-wsl2/,"Leverage the power of the Windows Subsystem for Linux (WSL 2), Docker, Kali Linux, GPUs and more on Windows 11",David Bombal,4.573035,194,2684,20,1.5 hours,Beginner,True,2025-05-28,2025-07-09T15:00:10Z,https://img-c.udemycdn.com/course/240x135/6607831_8bb0.jpg,linux
3998050,The Linux Command Line Bootcamp: Beginner To Power User,https://www.udemy.com/course/the-linux-command-line-bootcamp/,"Level Up Your Skills And Take Control Of Your Machine, w/ Dozens of Commands, Projects, and Challenges!",Colt Steele,4.676225,9922,54895,167,16 hours,All Levels,True,2026-01-01,2021-05-10T19:36:51Z,https://img-c.udemycdn.com/course/240x135/3998050_2ed8.jpg,linux
419458,Ubuntu Linux Server Basics,https://www.udemy.com/course/become-an-ubuntu-server-pro-in-just-3-days/,Learn Ubuntu Server administration in 3 days with this step-by-step course for beginners.,Cody Ray Miller,4.5761137,3610,19292,47,6.5 hours,Beginner,True,2020-09-28,2015-04-01T23:42:23Z,https://img-c.udemycdn.com/course/240x135/419458_f96e_9.jpg,linux
5181942,Mastering Linux: The Comprehensive Guide,https://www.udemy.com/course/mastering-linux/,Gain an almost unfair advantage by unlocking the Power of Linux: 70 hours of hands-on training. The ONLY course you need,Jannis Seemann,4.732504,3608,27968,615,71.5 hours,Beginner,True,2026-02-05,2023-09-05T05:42:28Z,https://img-c.udemycdn.com/course/240x135/5181942_dc28_14.jpg,linux
1349660,Linux Shell Scripting: A Project-Based Approach to Learning,https://www.udemy.com/course/linux-shell-scripting-projects/,"Learn how to shell script through project-based training (Bash Scripting, Bash Programming, Sed, Grep, Awk, and More)",Jason Cannon,4.595575,16445,120528,49,12.5 hours,All Levels,True,2026-03-02,2017-09-28T22:46:06Z,https://img-c.udemycdn.com/course/240x135/1349660_ecfb_4.jpg,linux
1363378,Linux for Network Engineers: Practical Linux with GNS3,https://www.udemy.com/course/linux-for-network-engineers-practical-linux-with-gns3/,"Linux for Networking Engineers (CCNA, CCNP, CCIE etc). Practical Linux with GNS3 = network programmability & automation",David Bombal,4.5363073,4864,192935,125,13 hours,Beginner,True,2023-01-03,2017-10-09T17:09:07Z,https://img-c.udemycdn.com/course/240x135/1363378_69f7_3.jpg,linux
1801904,Complete Linux Troubleshooting Course (Practical Examples),https://www.udemy.com/course/linux-troubleshooting-course/,The Best Linux Troubleshooting and Administration Course that prepare you to diagnose and resolve Systems issues,Imran Afzal,4.5470047,2136,18520,111,17 hours,All Levels,True,2026-02-15,2019-03-12T12:59:39Z,https://img-c.udemycdn.com/course/240x135/1801904_16d6_11.jpg,linux
1584174,Linux Crash Course for Beginners - 2026,https://www.udemy.com/course/learn-linux-on-a-weekend/,Core Linux System Administration and Command Line Skills for Beginners: Learn Linux Fundamentals and Key Commands,Imran Afzal,4.513155,2367,28669,52,6 hours,All Levels,True,2025-12-16,2018-06-30T20:48:56Z,https://img-c.udemycdn.com/course/240x135/1584174_416d_14.jpg,linux
1680944,Complete Windows Server Administration Course,https://www.udemy.com/course/complete-windows-server-2016-administration-course/,"Installation and configuration of Domain Controller, Active Directory, DNS, WebServer (IIS), Group Policy, WSUS and more",Imran Afzal,4.628616,6129,30900,135,14.5 hours,All Levels,True,2026-02-12,2018-10-18T20:31:26Z,https://img-c.udemycdn.com/course/240x135/1680944_c58b_11.jpg,linux
